displayName,nflId,newId,tech
Greg Gaines,47917,20220908002648,2
Terrell Lewis,52492,20220908002648,4
Bobby Wagner,38577,20220908002712,00
Aaron Donald,41239,20220908002712,6
Leonard Floyd,43298,20220908002712,6
A'Shawn Robinson,43335,20220908002712,2
Greg Gaines,47917,20220908002712,0
Justin Hollins,47939,20220908002712,4
Von Miller,37075,20220908002839,4
DaQuan Jones,41341,20220908002839,5
Jordan Phillips,42395,20220908002839,2
Tremaine Edmunds,46085,20220908002839,00
Bobby Wagner,38577,20220908002958,20
Aaron Donald,41239,20220908002958,4
A'Shawn Robinson,43335,20220908002958,2
Greg Gaines,47917,20220908002958,2
Von Miller,37075,2022090800299,4
DaQuan Jones,41341,2022090800299,4
Matt Milano,44976,2022090800299,40
Tremaine Edmunds,46085,2022090800299,20
Ed Oliver,47792,2022090800299,2
Gregory Rousseau,53459,2022090800299,6
Von Miller,37075,20220908003145,6
DaQuan Jones,41341,20220908003145,2
Jordan Phillips,42395,20220908003145,4
Matt Milano,44976,20220908003145,20
Tremaine Edmunds,46085,20220908003145,20
Gregory Rousseau,53459,20220908003145,4
Bobby Wagner,38577,20220908003283,40
Leonard Floyd,43298,20220908003283,4
A'Shawn Robinson,43335,20220908003283,4
Justin Hollins,47939,20220908003283,6
Marquise Copeland,48770,20220908003283,0
Jonah Williams,52846,20220908003283,4
Ernest Jones,53532,20220908003283,20
Bobby Wagner,38577,20220908003304,20
Leonard Floyd,43298,20220908003304,6
A'Shawn Robinson,43335,20220908003304,4
Greg Gaines,47917,20220908003304,0
Justin Hollins,47939,20220908003304,6
Marquise Copeland,48770,20220908003304,6
Jonah Williams,52846,20220908003304,2
DaQuan Jones,41341,20220908003341,4
Matt Milano,44976,20220908003341,60
Tremaine Edmunds,46085,20220908003341,20
Tim Settle,46232,20220908003341,2
A.J. Epenesa,52462,20220908003341,4
Carlos Basham,53490,20220908003341,6
DaQuan Jones,41341,20220908003362,4
Matt Milano,44976,20220908003362,60
Tremaine Edmunds,46085,20220908003362,00
Tim Settle,46232,20220908003362,2
A.J. Epenesa,52462,20220908003362,4
Carlos Basham,53490,20220908003362,6
Von Miller,37075,2022090800343,6
DaQuan Jones,41341,2022090800343,2
Matt Milano,44976,2022090800343,60
Tremaine Edmunds,46085,2022090800343,00
Ed Oliver,47792,2022090800343,4
Gregory Rousseau,53459,2022090800343,4
DaQuan Jones,41341,20220908003636,4
Jordan Phillips,42395,20220908003636,0
Matt Milano,44976,20220908003636,20
Tremaine Edmunds,46085,20220908003636,40
A.J. Epenesa,52462,20220908003636,6
Carlos Basham,53490,20220908003636,4
Von Miller,37075,2022090800393,4
Jordan Phillips,42395,2022090800393,4
Matt Milano,44976,2022090800393,60
Tremaine Edmunds,46085,2022090800393,00
Tim Settle,46232,2022090800393,2
Gregory Rousseau,53459,2022090800393,6
Bobby Wagner,38577,2022090800529,20
Aaron Donald,41239,2022090800529,4
Leonard Floyd,43298,2022090800529,4
A'Shawn Robinson,43335,2022090800529,4
Greg Gaines,47917,2022090800529,5
Justin Hollins,47939,2022090800529,6
Bobby Wagner,38577,2022090800896,20
Aaron Donald,41239,2022090800896,4
Leonard Floyd,43298,2022090800896,6
Greg Gaines,47917,2022090800896,2
Justin Hollins,47939,2022090800896,4
Ernest Jones,53532,2022090800896,60
DaQuan Jones,41341,2022090800933,4
Matt Milano,44976,2022090800933,60
Tremaine Edmunds,46085,2022090800933,40
Ed Oliver,47792,2022090800933,2
A.J. Epenesa,52462,2022090800933,6
Carlos Basham,53490,2022090800933,4
Cameron Jordan,37097,20220911001046,4
Demario Davis,38607,20220911001046,20
David Onyemata,43409,20220911001046,2
Marcus Davenport,46083,20220911001046,4
Shy Tuttle,48544,20220911001046,2
Pete Werner,53489,20220911001046,20
Cameron Jordan,37097,20220911001067,4
Demario Davis,38607,20220911001067,20
Christian Ringo,42553,20220911001067,0
Kentavius Street,46197,20220911001067,2
Carl Granderson,48537,20220911001067,2
Pete Werner,53489,20220911001067,40
Cameron Jordan,37097,20220911001088,4
Demario Davis,38607,20220911001088,20
Christian Ringo,42553,20220911001088,0
Kentavius Street,46197,20220911001088,60
Carl Granderson,48537,20220911001088,4
Pete Werner,53489,20220911001088,20
Rashaan Evans,46091,20220911001170,40
Lorenzo Carter,46135,20220911001170,6
Matt Dickerson,46841,20220911001170,4
Anthony Rush,48520,20220911001170,0
Mykal Walker,52527,20220911001170,20
Adetokunbo Ogundeji,53611,20220911001170,4
Timmy Horne,55173,20220911001170,4
Cameron Jordan,37097,20220911001260,6
Demario Davis,38607,20220911001260,20
David Onyemata,43409,20220911001260,2
Marcus Davenport,46083,20220911001260,4
Shy Tuttle,48544,20220911001260,2
Pete Werner,53489,20220911001260,40
Grady Jarrett,42480,20220911001413,2
Rashaan Evans,46091,20220911001413,20
Lorenzo Carter,46135,20220911001413,6
Anthony Rush,48520,20220911001413,6
Mykal Walker,52527,20220911001413,60
Ta'Quon Graham,53577,20220911001413,4
Arnold Ebiketie,54503,20220911001413,6
Demario Davis,38607,2022091100145,20
Christian Ringo,42553,2022091100145,2
Kentavius Street,46197,2022091100145,2
Carl Granderson,48537,2022091100145,4
Payton Turner,53457,2022091100145,6
Pete Werner,53489,2022091100145,20
Demario Davis,38607,20220911001608,20
Christian Ringo,42553,20220911001608,5
Marcus Davenport,46083,20220911001608,4
Kentavius Street,46197,20220911001608,2
Payton Turner,53457,20220911001608,6
Pete Werner,53489,20220911001608,20
Cameron Jordan,37097,20220911001651,4
David Onyemata,43409,20220911001651,4
Carl Granderson,48537,20220911001651,60
Shy Tuttle,48544,20220911001651,2
Pete Werner,53489,20220911001651,20
Grady Jarrett,42480,20220911002048,5
Rashaan Evans,46091,20220911002048,40
Lorenzo Carter,46135,20220911002048,60
Anthony Rush,48520,20220911002048,2
Mykal Walker,52527,20220911002048,20
Adetokunbo Ogundeji,53611,20220911002048,4
Grady Jarrett,42480,20220911002069,0
Rashaan Evans,46091,20220911002069,40
Lorenzo Carter,46135,20220911002069,6
Anthony Rush,48520,20220911002069,2
Mykal Walker,52527,20220911002069,40
Ta'Quon Graham,53577,20220911002069,4
Adetokunbo Ogundeji,53611,20220911002069,6
Rashaan Evans,46091,20220911002114,40
Lorenzo Carter,46135,20220911002114,6
Anthony Rush,48520,20220911002114,60
Mykal Walker,52527,20220911002114,20
Ta'Quon Graham,53577,20220911002114,4
Arnold Ebiketie,54503,20220911002114,4
Timmy Horne,55173,20220911002114,4
Cameron Jordan,37097,2022091100212,6
Demario Davis,38607,2022091100212,20
David Onyemata,43409,2022091100212,5
Shy Tuttle,48544,2022091100212,2
Pete Werner,53489,2022091100212,60
Grady Jarrett,42480,20220911002183,2
Rashaan Evans,46091,20220911002183,20
Quinton Bell,48013,20220911002183,60
Mykal Walker,52527,20220911002183,20
Ta'Quon Graham,53577,20220911002183,0
Adetokunbo Ogundeji,53611,20220911002183,4
Cameron Jordan,37097,20220911002332,6
Demario Davis,38607,20220911002332,40
David Onyemata,43409,20220911002332,2
Kaden Elliss,48027,20220911002332,6
Carl Granderson,48537,20220911002332,4
Shy Tuttle,48544,20220911002332,5
Pete Werner,53489,20220911002332,20
Cameron Jordan,37097,20220911002353,4
Demario Davis,38607,20220911002353,50
David Onyemata,43409,20220911002353,2
Kaden Elliss,48027,20220911002353,6
Carl Granderson,48537,20220911002353,4
Shy Tuttle,48544,20220911002353,5
Pete Werner,53489,20220911002353,40
Cameron Jordan,37097,20220911002436,2
Demario Davis,38607,20220911002436,20
Christian Ringo,42553,20220911002436,2
Marcus Davenport,46083,20220911002436,6
Kentavius Street,46197,20220911002436,4
Kaden Elliss,48027,20220911002436,2
Pete Werner,53489,20220911002436,60
Rashaan Evans,46091,20220911002491,60
Lorenzo Carter,46135,20220911002491,6
Matt Dickerson,46841,20220911002491,4
Anthony Rush,48520,20220911002491,0
Mykal Walker,52527,20220911002491,00
Adetokunbo Ogundeji,53611,20220911002491,6
Timmy Horne,55173,20220911002491,6
Rashaan Evans,46091,20220911002512,60
Lorenzo Carter,46135,20220911002512,4
Matt Dickerson,46841,20220911002512,4
Anthony Rush,48520,20220911002512,0
Mykal Walker,52527,20220911002512,20
Adetokunbo Ogundeji,53611,20220911002512,6
Timmy Horne,55173,20220911002512,4
Demario Davis,38607,20220911002595,60
Christian Ringo,42553,20220911002595,2
Kentavius Street,46197,20220911002595,2
Carl Granderson,48537,20220911002595,4
Payton Turner,53457,20220911002595,6
Pete Werner,53489,20220911002595,00
Demario Davis,38607,20220911002640,20
Christian Ringo,42553,20220911002640,0
Kentavius Street,46197,20220911002640,60
Carl Granderson,48537,20220911002640,4
Payton Turner,53457,20220911002640,4
Pete Werner,53489,20220911002640,40
Rashaan Evans,46091,20220911002720,40
Matt Dickerson,46841,20220911002720,4
Quinton Bell,48013,20220911002720,6
Mykal Walker,52527,20220911002720,20
Ta'Quon Graham,53577,20220911002720,4
Adetokunbo Ogundeji,53611,20220911002720,6
Timmy Horne,55173,20220911002720,0
Rashaan Evans,46091,20220911002741,40
Matt Dickerson,46841,20220911002741,2
Quinton Bell,48013,20220911002741,4
Mykal Walker,52527,20220911002741,20
Adetokunbo Ogundeji,53611,20220911002741,60
Timmy Horne,55173,20220911002741,2
Cameron Jordan,37097,20220911002878,6
Demario Davis,38607,20220911002878,50
David Onyemata,43409,20220911002878,4
Marcus Davenport,46083,20220911002878,4
Shy Tuttle,48544,20220911002878,0
Pete Werner,53489,20220911002878,40
Cameron Jordan,37097,20220911002899,2
Demario Davis,38607,20220911002899,20
David Onyemata,43409,20220911002899,2
Marcus Davenport,46083,20220911002899,4
Shy Tuttle,48544,20220911002899,2
Cameron Jordan,37097,20220911002984,4
Demario Davis,38607,20220911002984,20
David Onyemata,43409,20220911002984,4
Marcus Davenport,46083,20220911002984,6
Shy Tuttle,48544,20220911002984,0
Pete Werner,53489,20220911002984,20
Grady Jarrett,42480,2022091100301,4
Rashaan Evans,46091,2022091100301,20
Lorenzo Carter,46135,2022091100301,4
Anthony Rush,48520,2022091100301,0
Mykal Walker,52527,2022091100301,20
Ta'Quon Graham,53577,2022091100301,4
Adetokunbo Ogundeji,53611,2022091100301,6
Cameron Jordan,37097,20220911003289,2
Demario Davis,38607,20220911003289,20
Christian Ringo,42553,20220911003289,2
Kentavius Street,46197,20220911003289,2
Carl Granderson,48537,20220911003289,4
Pete Werner,53489,20220911003289,40
Cameron Jordan,37097,20220911003334,4
Demario Davis,38607,20220911003334,00
David Onyemata,43409,20220911003334,2
Kaden Elliss,48027,20220911003334,4
Shy Tuttle,48544,20220911003334,0
Cameron Jordan,37097,20220911003379,6
Demario Davis,38607,20220911003379,00
David Onyemata,43409,20220911003379,2
Marcus Davenport,46083,20220911003379,6
Shy Tuttle,48544,20220911003379,2
Pete Werner,53489,20220911003379,60
Cameron Jordan,37097,20220911003757,2
Demario Davis,38607,20220911003757,00
Kentavius Street,46197,20220911003757,2
Carl Granderson,48537,20220911003757,4
Shy Tuttle,48544,20220911003757,2
Demario Davis,38607,20220911003778,20
Kentavius Street,46197,20220911003778,2
Kaden Elliss,48027,20220911003778,4
Carl Granderson,48537,20220911003778,4
Shy Tuttle,48544,20220911003778,0
Pete Werner,53489,20220911003778,20
Cameron Jordan,37097,20220911003816,6
Demario Davis,38607,20220911003816,00
David Onyemata,43409,20220911003816,4
Marcus Davenport,46083,20220911003816,6
Shy Tuttle,48544,20220911003816,2
Pete Werner,53489,20220911003816,40
Demario Davis,38607,20220911003888,20
David Onyemata,43409,20220911003888,2
Marcus Davenport,46083,20220911003888,4
Kaden Elliss,48027,20220911003888,4
Shy Tuttle,48544,20220911003888,0
Pete Werner,53489,20220911003888,40
Demario Davis,38607,20220911003926,00
David Onyemata,43409,20220911003926,4
Marcus Davenport,46083,20220911003926,6
Kentavius Street,46197,20220911003926,2
Shy Tuttle,48544,20220911003926,0
Cameron Jordan,37097,2022091100395,4
Demario Davis,38607,2022091100395,20
David Onyemata,43409,2022091100395,2
Marcus Davenport,46083,2022091100395,4
Shy Tuttle,48544,2022091100395,2
Pete Werner,53489,2022091100395,40
Grady Jarrett,42480,2022091100501,2
Rashaan Evans,46091,2022091100501,20
Lorenzo Carter,46135,2022091100501,4
Anthony Rush,48520,2022091100501,2
Mykal Walker,52527,2022091100501,20
Arnold Ebiketie,54503,2022091100501,6
Grady Jarrett,42480,2022091100546,4
Rashaan Evans,46091,2022091100546,50
Lorenzo Carter,46135,2022091100546,4
Anthony Rush,48520,2022091100546,5
Mykal Walker,52527,2022091100546,60
Ta'Quon Graham,53577,2022091100546,4
Timmy Horne,55173,2022091100546,2
Grady Jarrett,42480,2022091100594,2
Lorenzo Carter,46135,2022091100594,40
Anthony Rush,48520,2022091100594,2
Mykal Walker,52527,2022091100594,40
Ta'Quon Graham,53577,2022091100594,4
Adetokunbo Ogundeji,53611,2022091100594,60
Rashaan Evans,46091,2022091100741,40
Lorenzo Carter,46135,2022091100741,60
Matt Dickerson,46841,2022091100741,2
Mykal Walker,52527,2022091100741,20
Arnold Ebiketie,54503,2022091100741,6
Timmy Horne,55173,2022091100741,0
Rashaan Evans,46091,2022091100762,20
Lorenzo Carter,46135,2022091100762,6
Matt Dickerson,46841,2022091100762,2
Mykal Walker,52527,2022091100762,20
Ta'Quon Graham,53577,2022091100762,4
Arnold Ebiketie,54503,2022091100762,4
Timmy Horne,55173,2022091100762,0
Cameron Jordan,37097,202209110078,4
Demario Davis,38607,202209110078,20
David Onyemata,43409,202209110078,2
Marcus Davenport,46083,202209110078,4
Shy Tuttle,48544,202209110078,50
Pete Werner,53489,202209110078,20
Grady Jarrett,42480,2022091100807,0
Rashaan Evans,46091,2022091100807,50
Lorenzo Carter,46135,2022091100807,6
Anthony Rush,48520,2022091100807,4
Mykal Walker,52527,2022091100807,20
Ta'Quon Graham,53577,2022091100807,4
Adetokunbo Ogundeji,53611,2022091100807,4
Demario Davis,38607,2022091100870,00
Christian Ringo,42553,2022091100870,0
Kentavius Street,46197,2022091100870,2
Carl Granderson,48537,2022091100870,6
Payton Turner,53457,2022091100870,4
Pete Werner,53489,2022091100870,40
Cameron Jordan,37097,2022091100914,2
Demario Davis,38607,2022091100914,00
Christian Ringo,42553,2022091100914,0
Kentavius Street,46197,2022091100914,2
Carl Granderson,48537,2022091100914,4
Pete Werner,53489,2022091100914,20
Cameron Jordan,37097,2022091100935,4
Demario Davis,38607,2022091100935,00
Christian Ringo,42553,2022091100935,2
Kentavius Street,46197,2022091100935,2
Carl Granderson,48537,2022091100935,6
Pete Werner,53489,2022091100935,60
Cameron Jordan,37097,2022091100956,4
Demario Davis,38607,2022091100956,20
David Onyemata,43409,2022091100956,2
Marcus Davenport,46083,2022091100956,4
Shy Tuttle,48544,2022091100956,2
Pete Werner,53489,2022091100956,20
Cameron Jordan,37097,2022091100996,4
Demario Davis,38607,2022091100996,20
David Onyemata,43409,2022091100996,2
Marcus Davenport,46083,2022091100996,6
Kentavius Street,46197,2022091100996,6
Shy Tuttle,48544,2022091100996,2
Pete Werner,53489,2022091100996,60
Myles Garrett,44813,20220911011101,6
Jordan Elliott,52496,20220911011101,0
Jacob Phillips,52505,20220911011101,40
Jeremiah Owusu-Koramoah,53481,20220911011101,4
Alex Wright,54543,20220911011101,4
Perrion Winfrey,54573,20220911011101,2
Shaq Thompson,42368,20220911011213,20
Matt Ioannidis,43441,20220911011213,4
Cory Littleton,43797,20220911011213,20
Brian Burns,47799,20220911011213,4
Yetur Gross-Matos,52446,20220911011213,6
Bravvion Roy,52592,20220911011213,0
Shaq Thompson,42368,20220911011516,40
Henry Anderson,42436,20220911011516,4
Matt Ioannidis,43441,20220911011516,4
Cory Littleton,43797,20220911011516,40
Brian Burns,47799,20220911011516,4
Derrick Brown,52415,20220911011516,0
Shaq Thompson,42368,20220911011564,40
Matt Ioannidis,43441,20220911011564,5
Marquis Haynes,46205,20220911011564,4
Yetur Gross-Matos,52446,20220911011564,2
Damien Wilson,42470,2022091101158,20
Matt Ioannidis,43441,2022091101158,2
Frankie Luvu,46527,2022091101158,00
Brian Burns,47799,2022091101158,6
Derrick Brown,52415,2022091101158,2
Yetur Gross-Matos,52446,2022091101158,4
Shaq Thompson,42368,20220911011590,20
Damien Wilson,42470,20220911011590,20
Matt Ioannidis,43441,20220911011590,5
Marquis Haynes,46205,20220911011590,6
Frankie Luvu,46527,20220911011590,40
Yetur Gross-Matos,52446,20220911011590,4
Phil Hoskins,53661,20220911011590,2
Shaq Thompson,42368,20220911011616,20
Matt Ioannidis,43441,20220911011616,2
Cory Littleton,43797,20220911011616,40
Marquis Haynes,46205,20220911011616,6
Yetur Gross-Matos,52446,20220911011616,4
Phil Hoskins,53661,20220911011616,2
Jadeveon Clowney,41227,20220911011826,6
Myles Garrett,44813,20220911011826,6
Anthony Walker,44974,20220911011826,60
Taven Bryan,46098,20220911011826,6
Jordan Elliott,52496,20220911011826,2
Jacob Phillips,52505,20220911011826,00
Tommy Togiai,53561,20220911011826,2
Perrion Winfrey,54573,20220911011826,4
Shaq Thompson,42368,20220911011901,20
Matt Ioannidis,43441,20220911011901,0
Frankie Luvu,46527,20220911011901,20
Brian Burns,47799,20220911011901,4
Derrick Brown,52415,20220911011901,4
Yetur Gross-Matos,52446,20220911011901,6
Shaq Thompson,42368,20220911011980,20
Matt Ioannidis,43441,20220911011980,4
Frankie Luvu,46527,20220911011980,40
Brian Burns,47799,20220911011980,4
Derrick Brown,52415,20220911011980,2
Yetur Gross-Matos,52446,20220911011980,6
Shaq Thompson,42368,20220911012001,00
Matt Ioannidis,43441,20220911012001,6
Frankie Luvu,46527,20220911012001,20
Brian Burns,47799,20220911012001,4
Derrick Brown,52415,20220911012001,0
Yetur Gross-Matos,52446,20220911012001,6
Shaq Thompson,42368,20220911012051,40
Henry Anderson,42436,20220911012051,4
Damien Wilson,42470,20220911012051,00
Matt Ioannidis,43441,20220911012051,4
Frankie Luvu,46527,20220911012051,60
Brian Burns,47799,20220911012051,2
Bravvion Roy,52592,20220911012051,5
Shaq Thompson,42368,2022091101213,20
Matt Ioannidis,43441,2022091101213,2
Frankie Luvu,46527,2022091101213,50
Derrick Brown,52415,2022091101213,2
Yetur Gross-Matos,52446,2022091101213,4
Shaq Thompson,42368,20220911012320,40
Matt Ioannidis,43441,20220911012320,2
Frankie Luvu,46527,20220911012320,20
Brian Burns,47799,20220911012320,6
Derrick Brown,52415,20220911012320,4
Yetur Gross-Matos,52446,20220911012320,4
Shaq Thompson,42368,20220911012365,40
Matt Ioannidis,43441,20220911012365,2
Frankie Luvu,46527,20220911012365,20
Brian Burns,47799,20220911012365,60
Derrick Brown,52415,20220911012365,2
Yetur Gross-Matos,52446,20220911012365,6
Shaq Thompson,42368,20220911012386,20
Matt Ioannidis,43441,20220911012386,2
Marquis Haynes,46205,20220911012386,4
Frankie Luvu,46527,20220911012386,20
Yetur Gross-Matos,52446,20220911012386,6
Bravvion Roy,52592,20220911012386,0
Shaq Thompson,42368,20220911012431,40
Henry Anderson,42436,20220911012431,4
Frankie Luvu,46527,20220911012431,60
Brian Burns,47799,20220911012431,4
Bravvion Roy,52592,20220911012431,2
Phil Hoskins,53661,20220911012431,2
Shaq Thompson,42368,20220911012452,60
Henry Anderson,42436,20220911012452,6
Frankie Luvu,46527,20220911012452,20
Brian Burns,47799,20220911012452,4
Bravvion Roy,52592,20220911012452,4
Phil Hoskins,53661,20220911012452,2
Shaq Thompson,42368,20220911012478,00
Henry Anderson,42436,20220911012478,6
Damien Wilson,42470,20220911012478,20
Cory Littleton,43797,20220911012478,6
Marquis Haynes,46205,20220911012478,4
Bravvion Roy,52592,20220911012478,2
Phil Hoskins,53661,20220911012478,2
Henry Anderson,42436,20220911012501,0
Damien Wilson,42470,20220911012501,20
Matt Ioannidis,43441,20220911012501,2
Cory Littleton,43797,20220911012501,20
Frankie Luvu,46527,20220911012501,20
Derrick Brown,52415,20220911012501,2
Shaq Thompson,42368,2022091101251,40
Matt Ioannidis,43441,2022091101251,2
Frankie Luvu,46527,2022091101251,20
Brian Burns,47799,2022091101251,4
Derrick Brown,52415,2022091101251,2
Matt Ioannidis,43441,20220911012545,2
Cory Littleton,43797,20220911012545,40
Frankie Luvu,46527,20220911012545,00
Brian Burns,47799,20220911012545,4
Derrick Brown,52415,20220911012545,2
Yetur Gross-Matos,52446,20220911012545,6
Myles Garrett,44813,20220911012629,6
Anthony Walker,44974,20220911012629,40
Taven Bryan,46098,20220911012629,2
Jordan Elliott,52496,20220911012629,2
Jeremiah Owusu-Koramoah,53481,20220911012629,20
Jadeveon Clowney,41227,20220911012683,6
Myles Garrett,44813,20220911012683,6
Anthony Walker,44974,20220911012683,60
Taven Bryan,46098,20220911012683,2
Jordan Elliott,52496,20220911012683,2
Jeremiah Owusu-Koramoah,53481,20220911012683,20
Damien Wilson,42470,20220911012783,40
Matt Ioannidis,43441,20220911012783,2
Cory Littleton,43797,20220911012783,4
Yetur Gross-Matos,52446,20220911012783,4
Bravvion Roy,52592,20220911012783,2
Jadeveon Clowney,41227,20220911012909,6
Isaac Rochell,45038,20220911012909,4
Jordan Elliott,52496,20220911012909,4
Jacob Phillips,52505,20220911012909,20
Jeremiah Owusu-Koramoah,53481,20220911012909,40
Tommy Togiai,53561,20220911012909,4
Jadeveon Clowney,41227,20220911012930,6
Isaac Rochell,45038,20220911012930,6
Sione Takitaki,47863,20220911012930,20
Jordan Elliott,52496,20220911012930,4
Jacob Phillips,52505,20220911012930,00
Jeremiah Owusu-Koramoah,53481,20220911012930,60
Tommy Togiai,53561,20220911012930,2
Shaq Thompson,42368,2022091101296,20
Matt Ioannidis,43441,2022091101296,2
Frankie Luvu,46527,2022091101296,50
Brian Burns,47799,2022091101296,4
Derrick Brown,52415,2022091101296,2
Yetur Gross-Matos,52446,2022091101296,6
Myles Garrett,44813,20220911013040,4
Taven Bryan,46098,20220911013040,4
Jordan Elliott,52496,20220911013040,2
Jacob Phillips,52505,20220911013040,40
Jeremiah Owusu-Koramoah,53481,20220911013040,40
Alex Wright,54543,20220911013040,6
Jadeveon Clowney,41227,20220911013080,4
Myles Garrett,44813,20220911013080,2
Taven Bryan,46098,20220911013080,4
Jacob Phillips,52505,20220911013080,20
Alex Wright,54543,20220911013080,6
Jadeveon Clowney,41227,20220911013125,4
Isaac Rochell,45038,20220911013125,6
Taven Bryan,46098,20220911013125,2
Jordan Elliott,52496,20220911013125,2
Jacob Phillips,52505,20220911013125,20
Jeremiah Owusu-Koramoah,53481,20220911013125,20
Damien Wilson,42470,20220911013221,00
Cory Littleton,43797,20220911013221,40
Frankie Luvu,46527,20220911013221,60
Brian Burns,47799,20220911013221,4
Derrick Brown,52415,20220911013221,2
Yetur Gross-Matos,52446,20220911013221,4
Bravvion Roy,52592,20220911013221,2
Henry Anderson,42436,20220911013287,4
Damien Wilson,42470,20220911013287,20
Cory Littleton,43797,20220911013287,20
Marquis Haynes,46205,20220911013287,4
Frankie Luvu,46527,20220911013287,60
Yetur Gross-Matos,52446,20220911013287,2
Phil Hoskins,53661,20220911013287,0
Henry Anderson,42436,20220911013315,2
Damien Wilson,42470,20220911013315,50
Cory Littleton,43797,20220911013315,60
Marquis Haynes,46205,20220911013315,6
Frankie Luvu,46527,20220911013315,40
Yetur Gross-Matos,52446,20220911013315,4
Phil Hoskins,53661,20220911013315,0
Shaq Thompson,42368,20220911013336,40
Henry Anderson,42436,20220911013336,2
Damien Wilson,42470,20220911013336,20
Frankie Luvu,46527,20220911013336,60
Brian Burns,47799,20220911013336,4
Yetur Gross-Matos,52446,20220911013336,6
Phil Hoskins,53661,20220911013336,4
Shaq Thompson,42368,20220911013357,60
Henry Anderson,42436,20220911013357,6
Damien Wilson,42470,20220911013357,20
